begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
56250,56372,"          Dir ein Geheimnis? –","Klytämnestra hat
              Mit Hilf' Ägisthens den Gemahl berückt,
              Am Tage seiner Rückkehr ihn ermordet!","–
              Ja, du verehre",18,"transfer(pylades, [iphigenie, audience], murderer_of([""Ägisth"", ""Klytämnestra""], ""Agamemnon"")) ",false
57412,57449,"hn, der Verräter, und verhüllt",Ging zu den Toten dieser große Fürst.,"IPHIGENIE.
            Und wel",19,"transfer(pylades, [iphigenie, audience], dead(""Agamemnon""))",false
69235,69249,"ns
              Sei Wahrheit!",Ich bin Orest!,"und dieses schuld'ge Haupt
   ",20,"transfer(orest, iphigenie, identity(""Laodamas"", orest))",false
131868,132523,"t, zurück. Antworte mir! Womit","Bezeugst du, daß du Agamemnons Sohn
              Und dieser Bruder bist?
            
          
          
            OREST.
            
              Hier ist das Schwert,
              Mit dem er Trojas tapfre Männer schlug.
              Dies nahm ich seinem Mörder ab und bat
              Die Himmlischen, den Mut und Arm, das Glück
              Des großen Königes mir zu verleihn
              Und einen schönern Tod mir zu gewähren.
              Wähl' einen aus den Edlen deines Heers
              Und stelle mir den Besten gegenüber.
              So weit die Erde Heldensöhne nährt,
              Ist keinem Fremden dies Gesuch verweigert.","THOAS.
            
          ",21,"transfer(orest, thoas, child_of(orest, ""Agamemnon""))",false
25897,25926," des vollkommnen Manns gesehn.",Ihm brachte Klytämnestra mich,", den Erstling
              D",22,"transfer(iphigenie, thoas, parent_of(""Klytämnestra"", iphigenie))",false
123636,123675,"       Und nun verlassen hat –","es ist Orest,
              Mein Bruder",", und der andre sein Vertraute",23,"transfer(iphigenie, thoas, identity(""Laodamas"", orest))",false
105600,105627,"arnt,
              Den König,",der mein zweiter Vater ward,",
              Nicht tückisch",24,"transfer(iphigenie, pylades, fosterparent_of(thoas, iphigenie))",false
61778,61896," er fiel, sein Haus betretend,","Durch seiner Frauen und Ägisthens Tücke?
            
          
          
            OREST.
            Du sagst's!","IPHIGENIE.
            
      ",25,"transfer(orest, [iphigenie, audience], murderer_of([""Ägisth"", ""Klytämnestra""], ""Agamemnon"")) ",false
73257,73382,"       
            IPHIGENIE.","Hast du Elektren, eine Schwester nur?
          
          
            OREST.
            
              Die eine kannt' ich","; doch die ältste nahm
       ",26,"transfer(orest, iphigenie, siblings(orest, ""Elektra""), already-known)",false
52793,52808,"der jüngste, Cephalus genannt,",Und er Laodamas,", der älteste
              De",27,"transfer(pylades, [iphigenie, audience], identity(orest, ""Laodamas""), lie)",false
25966,25979,"tling
              Der Liebe,",dann Elektren,". Ruhig herrschte
            ",28,"transfer(iphigenie, audience, identity(SIBLING-1[IPHIGENIE], ""Elektra""))",false
52740,52777,"a sind wir, Söhne des Adrasts:","Ich bin der jüngste, Cephalus genannt",",
              Und er Laodama",29,"transfer(pylades, [iphigenie, audience], identity(pylades, ""Cephalus""), lie)",false
25730,25748,us ältster Sohn war Agamemnon:,Er ist mein Vater.,"Doch, ich darf es sagen,
     ",30,"transfer(iphigenie, thoas, parent_of(""Agamemnon"", iphigenie))",false
25897,25926," des vollkommnen Manns gesehn.",Ihm brachte Klytämnestra mich,", den Erstling
              D",31,"transfer(iphigenie, audience, identity(PARENT-2[IPHIGENIE], ""Klytämnestra""))",false
66490,66530," Tantals Hause grimmig wütete,",Und Klytämnestra fiel durch Sohnes Hand.,"IPHIGENIE.
            
      ",32,"transfer(orest, [iphigenie, audience], murderer_of(orest, ""Klytämnestra""))",false
